Restaurant,Food Item,Serving Size,Calories,Calories from Fat,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrates,Dietary Fiber,Sugars,Proteins,Vitamin A,Vitamin C,Calcium,Iron
Common Food,dill pickle,1 spear ( 35g ),4.2,0,0.1,0,0,0,283.1,0.8,0.35,0.37,0.18,4.4,1.3,1.8,0.7
Common Food,dill pickles,1 spear ( 35g ),4.2,0,0.1,0,0,0,283.1,0.8,0.35,0.37,0.18,4.4,1.3,1.8,0.7
Common Food,dill dried,1 tsp ( 1g ),2.5,0,0,0,0,0,2.1,0.6,0.14,,0.2,5.9,0.8,1.6,3.5
Common Food,dill fresh,5 sprigs ( 1g ),0.4,0,0,0,0,0,0.6,0.1,0.02,,0.03,7.7,1.4,0.2,0.5
Common Food,dilly bar,1 bar ( 87g ),224.4,108,13,7.6,,72.4,54.9,23,0.88,21.44,3.92,47.3,1,10.9,2.8
Common Food,ding dong,1 snack cake ( 31g ),123.7,36,4.9,1.5,,0,102.9,18.7,0.99,11.71,1.13,0.1,1,3.3,8
Common Food,dinner roll,1 roll (1 oz) ( 28g ),76.4,9,1.8,0.4,,0,146.7,12.9,1.06,0.46,2.41,0,0,4.5,7.1
Common Food,dinner roll whole wheat,1 dinner roll ( 36g ),95.8,9,1.7,0.3,,0,187.6,18.4,2.7,3.05,3.13,0,0,3.5,6.2
Common Food,dinner salad,1 salad with dressing ( 170.38g ),148,108,12.5,3.1,0.0864,9.3,176,6.4,2.79,3.01,3.75,1111.7,12.7,9.9,8.7
Common Food,dinty moore hearty meals beef stew,1 cup ( 236g ),200,90,10,4,0,30,990,17,1,3,10,200,2,0,5.1
Common Food,dip,2 tablespoons ( 30g ),87.8,81,9.3,3.2,0.0127,13.9,344.9,0.7,0.02,0.67,0.54,18.5,1.5,2.3,0.7
Common Food,dipped cone,1 cone ( 152.35g ),386.2,45,5.7,2.8,,21.6,182.7,76.6,1.88,45.07,7.23,35.8,1.7,13.4,17.1
Common Food,dippin dots,1 cup ( 170g ),367.2,162,18.7,11.6,,57.8,129.2,47.9,2.04,43.11,6.46,70.7,2,16.8,11.3
Common Food,dirty potato chips kettle cooked potato chips sea salted,1 oz ( 28.2g ),150,72,8,1.5,0,0,85,16,1,0,2,0,10,0,5.1
Common Food,dole chopped salad kit sunflower crunch,2 cups ( 100g ),180,117,13,2,0,5,230,14,2,9,4,350,40,3.6,5.1
Common Food,dole classic cole slaw,1.5 cups ( 85g ),20,0,0,0,0,0,15,5,2,3,1,75,50,3.6,2.6
Common Food,dole diced peaches,1 container ( 113g ),80,0,0,0,0,0,5,19,1,18,0.5,20,45,0,2.6
Common Food,dole pineapple chunks,0.5 cup ( 122g ),70,0,0,0,0,0,0,16,1,15,0.5,,,0,0
Common Food,pineapple,1 slices ( 102g ),51,0,0.1,0,0,0,1,13.4,1.43,10.05,0.55,5.9,81.3,1.2,2.1
Common Food,dole salad kit ceasar,1.5 cups ( 100g ),150,117,13,2.5,0,5,400,8,2,2,3,600,6,5.5,7.7
Common Food,dole salad kit kale cesar,2 cups ( 100g ),210,135,15,3.5,0.1,15,570,11,2,2,6,100,40,18.2,19.3
Common Food,dole shredded lettuce,1.5 cups ( 85g ),10,0,0,0,0,0,10,3,1,2,1,40,4,1.8,2.6
Common Food,dole spring mix salad,3 cups ( 85g ),20,0,0,0,0,0,95,3,2,0,2,400,8,3.6,5.1
Common Food,dominos 10 inch hand tossed feast pizza meatzza feast,1 slice ( 106g ),260,108,12,5,0,30,630,26,1,2,11,,,,
Common Food,dominos 12 inch hand tossed pizza cheese,1 slice ( 78.95g ),210,72,8,3.5,0,20,460,25,1,2,8,,,,
Common Food,dominos 12 inch pan pizza cheese,1 slice ( 107.01g ),290,126,14,8,0,25,470,29,1,2,10,,,,
Common Food,dominos 12 inch pan pizza pepperoni,1 slice ( 108.01g ),310,144,16,9,0,30,550,29,1,2,11,,,,
Common Food,dominos 12 inch thin crust pizza pepperoni,0.25 pizza ( 102.72g ),340,171,19,8,0,40,760,29,2,3,14,,,,
Common Food,dominos 14 inch hand tossed pizza cheese,1 slice ( 112.84g ),290,99,11,6,0,25,640,35,2,3,12,,,,
Common Food,dominos 14 inch hand tossed pizza pepperoni,1 slice ( 106.38g ),300,117,13,6,0,30,700,34,2,3,12,,,,
Common Food,dominos parmesan bread bites,4 pieces ( 67g ),220,90,10,4.5,0,0,220,27,1,1,5,,,,
Common Food,dominos stuffed cheesy bread,1 piece ( 54g ),150,63,7,3,0,15,250,17,1,1,6,,,,
Common Food,don miguel chicken tacos,1 taco ( 57g ),130,36,4.5,0.5,0,10,230,19,2,0,4,0,4,1.8,5.1
Common Food,don miguel mini tacos,4 mini tacos ( 79g ),170,45,5,1.5,0,20,370,21,2,1,9,10,6,5.5,5.1
Common Food,donatos boneless chicken wings bbq,6 wings ( 193g ),320,90,10,1.5,0,55,1540,36,1,17,22,20,15,3.6,5.1
Common Food,donut,"1 doughnut, medium ( 60g )",252.6,117,13.6,5.7,0.273,18,189.6,28.8,1.26,13.65,3.68,1.4,1.2,5.5,10.2
Common Food,donut chocolate,1 regular doughnut ( 80g ),333.6,135,15.9,4.1,,45.6,172,45.9,1.76,25.54,3.6,3.1,0.1,15.5,13
Common Food,donut hole,1 doughnut hole ( 13g ),54.7,18,3,1.2,0.0592,3.9,41.1,6.2,0.27,2.96,0.8,0.3,0.3,1.2,2.2
Common Food,donut holes,1 doughnut hole ( 13g ),54.7,18,3,1.2,0.0592,3.9,41.1,6.2,0.27,2.96,0.8,0.3,0.3,1.2,2.2
Common Food,donuts,"1 doughnut, medium ( 60g )",252.6,117,13.6,5.7,0.273,18,189.6,28.8,1.26,13.65,3.68,1.4,1.2,5.5,10.2
Common Food,dorito,1 oz ( 28.35g ),147.1,63,7.8,1.1,0.0525,0,195.9,17.2,1.45,0.73,2.09,3.2,0.2,3.5,2.3
Common Food,doritos,1 oz ( 28.35g ),147.1,63,7.8,1.1,0.0525,0,195.9,17.2,1.45,0.73,2.09,3.2,0.2,3.5,2.3
Common Food,doritos cool ranch,1 oz ( 28.35g ),142,54,7,1,0.0978,,147.1,17.8,1.13,0.86,2.04,,0,3.5,2.8
Common Food,doritos cool ranch flavor chips,12 chips ( 28g ),180,72,8,1,0,0,180,18,2,0.5,2,0,0,1.8,0
Common Food,doritos tortilla chips cool ranch,1 package ( 28g ),150,72,8,1,0,0,180,18,1,0.5,2,,,2.1,2.1
Common Food,dos equis,1 can or bottle ( 356g ),153.1,0,0,0,0,0,14.2,12.6,0,0,1.64,0,0,1.3,0.5
Common Food,dosa,1 medium dosa ( 96.78g ),167.7,27,3.7,0.5,0,0,93.9,29.2,0.86,0.15,3.88,0.3,0.6,0.5,6
Common Food,double cheeseburger,1 item ( 280g ),761.6,405,45.4,18.1,2.814,159.6,1344,40.4,2.8,9.77,47.49,56,2.8,27,43.6
Common Food,double fiber bread,1 slice ( 45g ),91.3,9,1.3,0.2,,0,230.8,18.2,5.4,1.03,4.1,0.2,0.3,3.1,10
Common Food,dough,1 pie crust (average weight) ( 229g ),1019,522,58.3,22,,,936.6,117,4.12,,6.8,,,2.1,16.7
Common Food,doughnut,"1 doughnut, medium ( 60g )",252.6,117,13.6,5.7,0.273,18,189.6,28.8,1.26,13.65,3.68,1.4,1.2,5.5,10.2
Common Food,doughnuts,"1 doughnut, medium ( 60g )",252.6,117,13.6,5.7,0.273,18,189.6,28.8,1.26,13.65,3.68,1.4,1.2,5.5,10.2
Common Food,dove,"1 bird, bone removed ( 111g )",236.4,126,14.4,4.2,,128.8,63.3,0,0,0,26.53,10.5,5.4,1.7,46.9
Common Food,dove chocolate,1 dove promise ( 8g ),43.7,18,2.5,1.5,0.0197,1.4,5,4.8,0.19,4.44,0.48,2.3,0.1,1.2,0.6
Common Food,dove dark chocolate,1 piece ( 6g ),31.2,9,1.9,1.1,0.0056,0.4,0.2,3.6,0.46,2.78,0.31,0.8,0,0.2,1.4
Common Food,dove milk chocolate hearts,6 hearts ( 42g ),230,117,13,8,0,10,25,25,1,23,2,10,0,5.5,2.6
Common Food,dr pepper,1 can ( 339.6g ),150,0,0,,,,55,40,,40,0,,,,
Common Food,dr praegers california veggie burgers,1 burger ( 78g ),110,45,5,0,0,0,250,13,4,1,5,125,0,3.6,10.3
Common Food,dragon roll,1 roll ( 385.83g ),568.5,225,25.8,4.4,0.108,288.6,1016.6,46.2,3.68,10.8,36.96,365.8,19.3,7.1,12.2
Common Food,dream pretzels pressels thin and crispy pretzel chips,22 pretzels ( 28g ),110,18,2,1,0,0,240,20,2,5,3,0,0,0,0
Common Food,dressing,2 tablespoons ( 30g ),129,117,13.4,2.1,0.0546,7.8,270.3,1.8,0,1.41,0.4,2.1,0,0.8,0.6
Common Food,dried ancho chile peppers,1 pepper ( 17g ),47.8,9,1.4,0.1,0,0,7.3,8.7,3.67,,2.02,347.4,0.6,0.9,13.3
Common Food,dried ancho chili,1 pepper ( 17g ),47.8,9,1.4,0.1,0,0,7.3,8.7,3.67,,2.02,347.4,0.6,0.9,13.3
Common Food,dried ancho chili peppers,1 pepper ( 17g ),47.8,9,1.4,0.1,0,0,7.3,8.7,3.67,,2.02,347.4,0.6,0.9,13.3
Common Food,dried apricot,1 half ( 3.5g ),8.4,0,0,0,,0,0.3,2.2,0.26,1.87,0.12,12.6,0.1,0.2,0.7
Common Food,dried apricots,1 half ( 3.5g ),8.4,0,0,0,,0,0.3,2.2,0.26,1.87,0.12,12.6,0.1,0.2,0.7
Common Food,dried cherries,0.25 cup ( 40g ),133.2,0,0.3,0.1,0,0,5.2,32.2,1,26.86,0.5,113.2,12.9,1.4,1.9
Common Food,dried coconut flakes,1 cup ( 85g ),387.6,207,23.8,22.4,0.0017,0,242.2,44.1,8.41,31.24,2.66,0,0,0.8,9.2
Common Food,dried cranberries,0.25 cup ( 40g ),123.2,0,0.4,0,0.0012,0,2,33.1,2.12,29.02,0.07,1.8,0.1,0.3,1.1
Common Food,dried cranberry,0.25 cup ( 40g ),123.2,0,0.4,0,0.0012,0,2,33.1,2.12,29.02,0.07,1.8,0.1,0.3,1.1
Common Food,dried dill,1 tsp ( 1g ),2.5,0,0,0,0,0,2.1,0.6,0.14,,0.2,5.9,0.8,1.6,3.5
Common Food,dried fruit,0.25 cup ( 45g ),110.2,0,0.2,0,,0,10.1,29.1,3.49,22.74,1.08,59,2.6,1.4,7.2
Common Food,dried mango,4 slices ( 42g ),134,0,0.5,0.1,0,0,68,33,1.01,27.83,1.03,56.4,29.6,0,0.7
Common Food,dried marjoram,1 tsp ( 0.6g ),1.6,0,0,0,0,0,0.5,0.4,0.24,0.02,0.08,4.8,0.5,1.1,3.5
Common Food,dried onion,1 tbsp ( 5g ),17.4,0,0,0,0,0,1.1,4.2,0.46,1.87,0.45,0.1,6.2,1.2,0.6
Common Food,dried onions,1 tbsp ( 5g ),17.4,0,0,0,0,0,1.1,4.2,0.46,1.87,0.45,0.1,6.2,1.2,0.6
Common Food,dried parsley,1 tsp ( 0.5g ),1.5,0,0,0,0,0,2.3,0.2,0.13,0.04,0.13,1,1,0.5,0.8
Common Food,dried peaches,"1 cup, halves ( 160g )",382.4,9,1.2,0.1,,0,11.2,98.1,13.12,66.78,5.78,346.1,12.8,4.1,46.4
Common Food,dried rosemary,1 tsp ( 1.2g ),4,0,0.2,0.1,,0,0.6,0.8,0.51,,0.06,3.8,1.2,1.4,2.5
Common Food,dried savory,1 tsp ( 1.4g ),3.8,0,0.1,0.1,0,0,0.3,1,0.64,,0.09,7.2,1.2,2.7,3.8
Common Food,dried seaweed,1 sheet ( 2.6g ),0.9,0,0,0,0,0,1.2,0.1,0.01,0.01,0.15,13.5,1.7,0.2,0.3
Common Food,dried tarragon,"1 tbsp, leaves ( 1.8g )",5.3,0,0.1,0,0,0,1.1,0.9,0.13,,0.41,7.6,1.5,1.9,4.2
Common Food,driscolls blueberries,1 cup of blueberries ( 148g ),84,0,0.3,0,0,0,1,14,2,10,1,10,16,0.9,2.6
Common Food,driscolls raspberries,1 cup ( 123g ),64,0,0.8,0,,0,1,14.7,8,5.44,1.48,5,54,2.7,6.4
Common Food,drum stick,1 drumstick with skin ( 91g ),167.4,72,8.2,2.2,0.0291,115.6,89.2,0,0,0,21.87,6.2,0,1,7.1
Common Food,drumstick,1 drumstick with skin ( 91g ),167.4,72,8.2,2.2,0.0291,115.6,89.2,0,0,0,21.87,6.2,0,1,7.1
Common Food,dry milk,1 cup ( 68g ),243.4,0,0.5,0.3,,12.2,373.3,35.5,0,35.49,23.87,160.8,6.3,76.1,1.5
Common Food,dry pasta,2 oz ( 57g ),211.5,0,0.9,0.2,0,0,3.4,42.6,1.82,1.52,7.43,0,0,1.1,13.4
Common Food,dry roasted peanuts,1 peanut ( 1g ),5.9,0,0.5,0.1,0.0003,0,4.1,0.2,0.08,0.05,0.24,0,0,0.1,0.1
Common Food,duck,"1 cup, chopped or diced ( 140g )",471.8,351,39.7,13.5,,117.6,82.6,0,0,0,26.59,29.4,0,1.4,27
Common Food,duck leg,"1 leg, bone removed ( 92g )",199.6,90,10.5,2.7,,104.9,101.2,0,,,24.61,,2.3,0.8,13.7
Common Food,dukes mayo,1 tbsp ( 14g ),100,108,12,1.5,0,10,75,0,,0,0,0,0,0,0
Common Food,dum dum,3 pops ( 15g ),60,0,0,,0,,0,15,,11,0,,,,
Common Food,dumpling,1 medium dumpling ( 32g ),73.7,9,1.7,0.5,,1.1,270.9,12.5,0.39,0.52,1.99,8.7,0.2,7.5,2.1
Common Food,dumplings,1 medium dumpling ( 32g ),73.7,9,1.7,0.5,,1.1,270.9,12.5,0.39,0.52,1.99,8.7,0.2,7.5,2.1
Common Food,dunkin donuts bacon egg and cheese wake up wrap,1 Wrap ( 81.01g ),210,117,13,5,0,100,550,15,1,1,9,20,0,13.6,10.3
Common Food,dunkin donuts bagel,"1 large bagel (4-1/2"") ( 131g )",345.8,9,1.7,0.5,0.0275,0,552.8,68.6,2.1,11.04,13.83,0,0,26.1,33.4
Common Food,dunkin donuts boston kreme donut,1 Donut ( 83.11g ),300,144,16,7,0,0,390,37,1,17,3,10,0,0,7.7
Common Food,dunkin donuts caramel iced coffee medium,1 Medium ( 919.48g ),170,0,0,0,0,0,75,39,0,37,4,0,0,13.6,2.6
Common Food,dunkin donuts chocolate frosted donut,1 Donut ( 66.53g ),280,135,15,7,0,0,340,31,1,13,3,10,0,0,7.7
Common Food,dunkin donuts coffee large,1 Large ( 986.67g ),10,0,0,0,0,0,15,2,0,0,1,0,0,0,0
Common Food,dunkin donuts coffee with cream and sugar medium,1 Medium ( 729.85g ),190,81,9,5,0,30,25,29,0,26,2,30,0,3.6,0
Common Food,dunkin donuts egg and cheese wake up wrap,1 Wrap ( 67.48g ),180,90,10,4,0,95,470,14,0,1,7,20,0,13.6,10.3
Common Food,dunkin donuts ham egg and cheese on english muffin,1 Sandwich ( 167.37g ),360,135,15,5,0,190,900,37,1,4,19,30,2,13.6,32.1
Common Food,dunkin donuts iced coffee,1 cup (8 fl oz) ( 237g ),2.4,0,0.1,0,0,0,4.7,0,0,0,0.28,0,0,0.4,0.2
Common Food,dunkin donuts iced coffee medium,1 Medium ( 1480g ),15,0,0,0,0,0,10,2,0,0,1,0,0,0,0
Common Food,dunkin donuts iced coffee with cream medium,1 Medium ( 1094.19g ),100,81,9,5,0,30,30,4,0,0,2,30,0,3.6,0
Common Food,dunkin donuts sausage egg and cheese on croissant,1 Sandwich ( 230.52g ),710,459,51,20,0,215,1120,41,1,6,22,100,15,13.6,25.7
Common Food,dunkin donuts turkey sausage flatbread sandwich,1 Sandwich ( 232.67g ),480,252,28,9,0,215,960,32,4,2,26,50,0,22.7,19.3
Common Food,dunkin donuts turkey sausage wake up wrap,1 Wrap ( 116.34g ),240,126,14,5,0,125,700,15,0,1,13,30,0,13.6,12.9
Common Food,dymatize iso 100 hydrolyzed whey protein isolate,1 scoop ( 29.2g ),110,0,0,0,0,5,90,1,0,0,25,0,0,13.6,0
Common Food,earl grey tea,6 fl oz ( 178g ),1.8,0,0,0,0,0,0,0.5,0,,0,0,0,0,0.1
Common Food,earth balance,1 tbsp ( 14.2g ),101.2,99,11.4,2,0.8274,0,93.3,0.1,0,0,0.03,50.7,0,0,0
Common Food,earth balance spread,1 tbsp ( 14.2g ),101.2,99,11.4,2,0.8274,0,93.3,0.1,0,0,0.03,50.7,0,0,0
Common Food,earth island veganaise organic,15 ml ( 16.6g ),80,81,9,1.5,0,,70,0,,,0.1,,,,
Common Food,earthbound farm organic carrots,"1 large (7-1/4"" to 8-/1/2"" long) ( 72g )",29.5,0,0.2,0,,0,49.7,6.9,2.02,3.41,0.67,0,0,2.2,1.6
Common Food,earthbound farm organic power greens,2 cups ( 85g ),25,0,0,0,0,0,180,3,1,0,2,250,60,9.1,19.3
Common Food,earthbound farm spring mix,2 cups ( 85g ),20,0,0,0,0,0,105,3,1,1,2,225,50,5.5,25.7
Common Food,eas advantedge carb control shake french vanilla,11 fl oz ( 172.41g ),100,18,2.5,0.5,0,0,450,2,0.5,0,17,100,45,9.1,10.3
Common Food,eas whey protein powder chocolate,2 scoops ( 39g ),150,18,2,1,0,80,170,7,0.5,2,26,0,0,9.1,5.1
Common Food,eas whey protein powder vanilla,2 scoops ( 39g ),150,18,2,1,0,80,150,7,0,2,26,0,0,9.1,1.3
Common Food,easy mac,1 container or pouch ( 57g ),221.2,27,3.7,1.6,0,4.6,514.1,40.3,0.91,4.67,6.54,19.2,0,17,9.6
Common Food,edamame,"0.5 cup, shelled ( 77.5g )",93.8,36,4,0.5,0.007,0,4.7,6.9,4.03,1.69,9.23,23.1,7.9,4.4,12.6
Common Food,edamame shelled soybeans,0.5 cup ( 75g ),100,27,3,0,0,0,30,9,4,1,8,50,10,3.6,10.3
Common Food,eel,"1 oz, boneless ( 28.35g )",66.9,36,4.2,0.9,,45.6,18.4,0,0,,6.7,107.4,0.9,0.7,1.3
Common Food,eel sashimi,1 piece ( 33.34g ),77.4,36,4.2,0.9,,45.6,130.2,2.3,0.02,2.14,6.92,107.3,0.9,0.7,1.6
Common Food,egg,1 large ( 50g ),71.5,36,4.8,1.6,0.019,186,71,0.4,0,0.19,6.28,27,0,2.5,6.2
Common Food,egg bagel,"1 large bagel (4-1/2"" dia) ( 131g )",364.2,18,2.8,0.6,,31.4,661.5,69.4,3.01,,13.89,14.3,1.3,1.5,37.2
Common Food,egg beater,0.5 cup ( 120g ),57.6,0,0,0,,0,238.8,2.4,0,2.4,12,27,1,8,17
Common Food,egg beaters,0.5 cup ( 120g ),57.6,0,0,0,,0,238.8,2.4,0,2.4,12,27,1,8,17
Common Food,egg boiled,1 large ( 50g ),77.5,45,5.3,1.6,,186.5,62,0.6,0,0.56,6.29,26,0,2.3,4.2
Common Food,egg drop soup,1 bowl (2 cups) ( 500g ),113.4,36,4.7,1.3,0.0152,157.4,2055.7,8.9,0.23,2.33,8.46,26.5,1.3,4.1,8.6
Common Food,egg fried,1 large ( 46g ),90.2,54,6.8,2,0.0189,184.5,95.2,0.4,0,0.18,6.26,36.2,0,2.6,6.2
Common Food,egg hard,1 large ( 50g ),77.5,45,5.3,1.6,,186.5,62,0.6,0,0.56,6.29,26,0,2.3,4.2
Common Food,egg hard boiled,1 large ( 50g ),77.5,45,5.3,1.6,,186.5,62,0.6,0,0.56,6.29,26,0,2.3,4.2
Common Food,egg lands best grade a large eggs,1 egg ( 50g ),60,36,4,1,0,170,65,0,0,0,6,,,2,7.1
Common Food,egg large,1 large ( 50g ),71.5,36,4.8,1.6,0.019,186,71,0.4,0,0.19,6.28,27,0,2.5,6.2
Common Food,egg matzo,0.5 oz ( 14.2g ),56.1,0,0.2,0,,0,0,11.9,0.43,0.04,1.42,0,0,0.2,3.2
Common Food,egg mcmuffin,1 sandwich ( 136g ),300,108,12,6,0,245,750,30,2,3,18,75,0,13.6,19.3
Common Food,egg noodle,1 cup ( 160g ),220.8,27,3.3,0.7,0.0464,46.4,8,40.3,1.92,0.64,7.26,3.4,0,1.7,16.8
Common Food,egg noodles,1 cup ( 160g ),220.8,27,3.3,0.7,0.0464,46.4,8,40.3,1.92,0.64,7.26,3.4,0,1.7,16.8
Common Food,egg over easy,1 large ( 46g ),90.2,54,6.8,2,0.0189,184.5,95.2,0.4,0,0.18,6.26,36.2,0,2.6,6.2
Common Food,egg plant,1 medium eggplant ( 566g ),198.1,9,1.3,0.2,0,0,5.7,49.4,14.15,18.11,4.7,20.9,12.3,3.1,10.1
Common Food,egg poached,1 large ( 50g ),71.5,36,4.7,1.6,0.019,185,148.5,0.4,0,0.19,6.26,26.9,0,2.5,6.2
Common Food,egg roll,1 piece ( 89g ),222.5,90,10.6,1.9,0.0917,14.2,416.5,24.3,2.31,,7.37,,0,3.2,9
Common Food,egg roll wrapper,"1 wrapper, eggroll (7"" square) ( 32g )",93.1,0,0.5,0.1,,2.9,183,18.5,0.58,,3.14,0.4,0,1.4,7.7
Common Food,egg rolls,1 piece ( 89g ),222.5,90,10.6,1.9,0.0917,14.2,416.5,24.3,2.31,,7.37,,0,3.2,9
Common Food,egg salad,1 cup ( 222g ),471.4,369,41.4,8.7,0.1229,523.1,550.5,5.3,1.06,2.41,18.3,77.3,4.7,8.6,19.4
Common Food,egg salad sandwich,1 sandwich ( 216.5g ),486.6,288,32.7,6.9,0.1057,392.3,657.9,28.7,2.15,4.64,18.15,58,3.5,13,27.4
Common Food,egg sandwich,1 sandwich ( 183.43g ),366.5,171,19.1,6.9,0.9316,348.1,485.1,30,1.53,4.91,17.25,82.4,0,14.8,26
Common Food,egg scrambled,1 large ( 61g ),90.9,54,6.7,2,0.3806,169,88.5,1,0,0.85,6.09,35.3,0,3.7,5.7
Common Food,egg substitute,0.5 cup ( 120g ),57.6,0,0,0,,0,238.8,2.4,0,2.4,12,27,1,8,17
Common Food,egg white,1 large ( 33g ),17.2,0,0.1,0,,0,54.8,0.2,0,0.23,3.6,0,0,0.2,0.2
Common Food,egg white delight,1 sandwich ( 127.16g ),253.7,72,8.2,4.3,0.2636,30.7,746.4,28.6,1.54,1.7,15.51,32.4,0,35.3,5.7
Common Food,egg white denver omelette,1 3-egg omelet ( 250.27g ),418.5,324,36.5,22.2,1.3986,113,1062.6,4.6,0.68,2.77,19.1,114.7,27.2,2.5,3.5
Common Food,egg white omelet,1 cup ( 163g ),200.8,126,14.2,0.9,0.1067,0,684.2,1.4,0.11,1.05,16.13,0.2,0,1.1,1.2
Common Food,egg white omelette,1 cup ( 163g ),200.8,126,14.2,0.9,0.1067,0,684.2,1.4,0.11,1.05,16.13,0.2,0,1.1,1.2
Common Food,egg white omlette,1 cup ( 163g ),200.8,126,14.2,0.9,0.1067,0,684.2,1.4,0.11,1.05,16.13,0.2,0,1.1,1.2
Common Food,egg white sandwich,1 sandwich ( 127.16g ),253.7,72,8.2,4.3,0.2636,30.7,746.4,28.6,1.54,1.7,15.51,32.4,0,35.3,5.7
Common Food,egg whites,1 large ( 33g ),17.2,0,0.1,0,,0,54.8,0.2,0,0.23,3.6,0,0,0.2,0.2
Common Food,egg whites international 100 percent egg whites,0.5 cup ( 122g ),60,0,0,0,,0,200,1,0,1,13,0,0,0,0
Common Food,egg whites international liquid egg whites,0.5 cup ( 122g ),60,0,0,0,0,0,200,1,0,1,13,0,0,0,0
Common Food,egg yolk,1 large ( 17g ),54.7,36,4.5,1.6,,184.4,8.2,0.6,0,0.1,2.7,24.5,0,2,3.3
Common Food,eggbeaters,0.5 cup ( 120g ),57.6,0,0,0,,0,238.8,2.4,0,2.4,12,27,1,8,17
Common Food,eggo,2 waffles ( 70g ),140,18,2.5,0.5,0,2.5,380,27,3,3,4,100,0,9.1,32.1
Common Food,eggo waffle,2 waffles ( 70g ),140,18,2.5,0.5,0,2.5,380,27,3,3,4,100,0,9.1,32.1
Common Food,eggo waffles,2 waffles ( 70g ),140,18,2.5,0.5,0,2.5,380,27,3,3,4,100,0,9.1,32.1
Common Food,eggplant,1 medium eggplant ( 566g ),198.1,9,1.3,0.2,0,0,5.7,49.4,14.15,18.11,4.7,20.9,12.3,3.1,10.1
Common Food,eggplant parm,1 cup ( 198g ),309.4,171,19.1,7.1,0.1397,81.6,653.2,20.9,3.11,4.25,14.42,66.3,12.3,26.4,12.2
Common Food,eggplant parmesan,1 cup ( 198g ),309.4,171,19.1,7.1,0.1397,81.6,653.2,20.9,3.11,4.25,14.42,66.3,12.3,26.4,12.2
Common Food,eggplant wrap,1 wrap ( 273g ),467.3,324,36.1,7.3,0.0285,20.3,561.7,30.9,6.57,7.44,7.18,36.8,11.8,11.4,17.6
Common Food,eggplants,1 medium eggplant ( 566g ),198.1,9,1.3,0.2,0,0,5.7,49.4,14.15,18.11,4.7,20.9,12.3,3.1,10.1
Common Food,eggroll,1 piece ( 89g ),222.5,90,10.6,1.9,0.0917,14.2,416.5,24.3,2.31,,7.37,,0,3.2,9
Common Food,eggroll wrapper,"1 wrapper, eggroll (7"" square) ( 32g )",93.1,0,0.5,0.1,,2.9,183,18.5,0.58,,3.14,0.4,0,1.4,7.7
Common Food,eggs,1 large ( 50g ),71.5,36,4.8,1.6,0.019,186,71,0.4,0,0.19,6.28,27,0,2.5,6.2
Common Food,eggs benedict,1 serving (2 eggs) ( 281.92g ),732.9,486,54.9,29.3,1.5364,754.8,1945.8,30.2,2.17,1.24,30.15,204.5,12.4,19,24.1
Common Food,eggs fried,1 large ( 46g ),90.2,54,6.8,2,0.0189,184.5,95.2,0.4,0,0.18,6.26,36.2,0,2.6,6.2
Common Food,eggs over easy,1 large ( 46g ),90.2,54,6.8,2,0.0189,184.5,95.2,0.4,0,0.18,6.26,36.2,0,2.6,6.2
Common Food,eggs scrambled,1 large ( 61g ),90.9,54,6.7,2,0.3806,169,88.5,1,0,0.85,6.09,35.3,0,3.7,5.7
Common Food,eggwhite omelet,1 cup ( 163g ),200.8,126,14.2,0.9,0.1067,0,684.2,1.4,0.11,1.05,16.13,0.2,0,1.1,1.2
Common Food,einstein bros bagels asiago cheese bagel,1 Bagel ( 112g ),300,36,4,2,0,10,580,54,2,5,10,,,,
Common Food,el milagro tortillas corn,1 tortilla ( 23.6g ),50,0,0,0,0,0,0,12,1,0,1,2.5,,5.5,2.6
Common Food,el monterey beef and bean burritos,1 burrito ( 113g ),310,126,14,5,0,15,330,35,2,1,9,20,2,1.8,19.3
Common Food,el monterey burritos bean and cheese,1 burrito ( 113g ),210,45,5,1,0,0,260,35,2,0,7,0,2,1.8,19.3
Common Food,el monterey chicken taquitos,3 taquitos ( 85g ),170,63,7,1,0,10,250,22,2,0,6,10,0,3.6,12.9
Common Food,el nacho grande nacho cheese sauce,1 cup ( 99g ),90,63,7,1.5,0,0,790,8,0,2,0,0,0,3.6,0
Common Food,el pollo loco chicken breast,1 breast with skin ( 119.57g ),220,81,9,2.5,0,140,620,0,0,0,36,,,,
Common Food,elbow macaroni,0.5 cup dry ( 56g ),180,9,1,0,0,0,0,41,6,2,7,0,0,0,12.9
Common Food,elephant ear,1 cookie ( 22.27g ),107,36,4.7,0.7,0,0,38.5,15.6,0.18,10.07,0.91,0,0,0.1,2.3
Common Food,ellios cheese pizza,2 slices ( 138g ),240,45,5,2.5,0,10,500,37,1,8,11,20,6,13.6,7.7
Common Food,emerald 100 calorie packs natural almonds,1 package ( 18g ),100,81,9,0.5,0,0,0,4,2,1,4,0,0,3.6,5.1
Common Food,emerald almonds dry roasted,1 package ( 18g ),100,72,8,0.5,0,0,130,4,2,0.5,4,,,3.6,5.1
Common Food,emerald natural almonds 100 calorie pack,1 package ( 18g ),100,81,9,0.5,0,0,0,4,2,1,4,0,0,3.6,5.1
