Restaurant,Food Item,Serving Size,Calories,Calories from Fat,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrates,Dietary Fiber,Sugars,Proteins,Vitamin A,Vitamin C,Calcium,Iron
Common Food,0 greek yogurt,1 oz ( 28.35g ),23.2,0,0,0,0.0003,1.1,9.4,3.4,0.17,3.2,2.28,0.1,0.1,2.5,0.2
Common Food,0% greek yogurt,1 oz ( 28.35g ),23.2,0,0,0,0.0003,1.1,9.4,3.4,0.17,3.2,2.28,0.1,0.1,2.5,0.2
Common Food,1 superone foods hotdog buns,1 bun ( 39g ),110,9,1,0,0,0,180,20,0.5,2,3,0,0,3.6,7.7
Common Food,1% milk,1 cup ( 244g ),102.5,18,2.4,1.5,,12.2,107.4,12.2,0,12.69,8.22,47.8,0,27.7,0.5
Common Food,100 calorie oreo,1 pack ( 23g ),100,18,2,0,0,0,150,19,0.5,8,1,0,0,0,5.1
Common Food,100 plus,8 fl oz ( 244g ),63.4,0,0,0,0,0,95.2,15.7,0,12.79,0,0,1.6,0.2,0.9
Common Food,2% milk,1 cup ( 244g ),122,36,4.8,3.1,0.2074,19.5,114.7,11.7,0,12.35,8.05,46.4,0.8,26.6,0.3
Common Food,3 musketeers,1 serving 2.13 oz bar ( 60g ),261.6,63,7.7,5.2,0.0774,3,116.4,46.7,0.9,40.13,1.56,4,0.2,2.9,2.9
Common Food,5 hour energy,1 bottle ( 54.72g ),4.9,0,0.1,0.1,0,0,7.7,0.9,0,0,0.07,0,0.2,0.1,0.5
Common Food,7 grain bread,1 slice regular ( 26g ),68.9,9,1.1,0.2,0,0,99.1,11.3,1.92,1.66,3.47,0,0,2.4,4.6
Common Food,7 layer bean dip,0.25 cup ( 52.58g ),62,36,4.1,1.6,0.0596,7.6,255.9,4.6,1.5,1.01,2.14,33.3,4.6,3.8,3.8
Common Food,7 up,1 can ( 368g ),150.9,0,0,0,,0,36.8,38.4,0,38.2,0.33,0,0,0.7,0.5
Common Food,7up,1 can ( 368g ),150.9,0,0,0,,0,36.8,38.4,0,38.2,0.33,0,0,0.7,0.5
Common Food,a 1,1 tbsp ( 17g ),15,0,0,,,,280,3,,2,0,,,,
Common Food,a1,1 tbsp ( 17g ),15,0,0,,,,280,3,,2,0,,,,
Common Food,abners famous chicken tenders fried chicken tender,1 tender ( 19.87g ),60,18,2,0,,20,220,2,0,,7,,0,0,2.6
Common Food,abners famous chicken tenders grilled chicken tender,1 tender ( 30.41g ),45,9,1.5,0,,20,140,0,0,,7,,0,0,2.6
Common Food,absolut regular vodka,1.5 fl oz ( 42g ),97,0,0,0,,0,0,0,0,0,0,0,0,0,0
Common Food,acapulco mexican restaurant y cantina sauteed vegetables,1 serving ( 139.71g ),120,0,,6,,,260,9,,,,,,,
Common Food,acorn squash,"1 cup, cubes ( 205g )",114.8,0,0.3,0.1,0,0,8.2,29.9,9.02,,2.3,87.7,36.9,8.2,13.6
Common Food,act ii popcorn,2 tbsp unpopped ( 32g ),130,54,6,2.5,0,0,280,19,3,,3,,,,5.1
Common Food,activia,1 container ( 100g ),99,9,1.1,0.7,,5,53,18.6,0,18.64,3.98,4,1,12.5,0.4
Common Food,activia blueberry yogurt,1 container ( 100g ),99,9,1.1,0.7,,5,53,18.6,0,18.64,3.98,4,1,12.5,0.4
Common Food,activia cherry,1 container ( 113g ),110,18,2,1,0,5,55,20,,17,4,,,13.6,
Common Food,activia strawberry,1 container ( 100g ),99,9,1.1,0.7,,5,53,18.6,0,18.64,3.98,4,1,12.5,0.4
Common Food,activia yogurt,1 container ( 100g ),99,9,1.1,0.7,,5,53,18.6,0,18.64,3.98,4,1,12.5,0.4
Common Food,adams peanut butter,2 tbsp ( 34.4g ),200.2,144,16.9,2.6,0.0092,0,118.7,7.2,2.86,1.67,8.3,0,0,1.8,3.9
Common Food,advocare meal replacement shake chocolate,1 pouch ( 2.06g ),220,27,3,1,0,40,80,24,6,12,24,75,15,45.5,25.7
Common Food,advocare spark energy fruit punch,1 scoop ( 7g ),15,0,,,,,,4,,,,100,300,,
Common Food,agave,1 tsp ( 6.9g ),21.4,0,0,0,,0,0.3,5.3,0.01,4.69,0.01,1.1,2,0,0
Common Food,agave nectar,1 tsp ( 6.9g ),21.4,0,0,0,,0,0.3,5.3,0.01,4.69,0.01,1.1,2,0,0
Common Food,agedashi tofu,1 piece with sauce ( 105.59g ),132.1,81,9.3,1,0.1546,0.4,273.9,6.4,0.69,2.09,6.77,2.1,0.6,14.9,9.1
Common Food,ahi tuna,3 oz ( 85g ),110.5,0,0.5,0.2,0.017,40,45.9,0,0,0,24.78,5.5,0,0.3,5.6
Common Food,aidells chicken and apple,1 link ( 91g ),180,117,13,4,0,90,670,3,0.5,2,13,,2,3.6,7.7
Common Food,aioli,1 tbsp ( 14.08g ),97.3,90,10.7,1.6,0,17.6,43.5,0.3,0.03,0.04,0.3,2.4,0.6,0.3,0.8
Common Food,air heads,1 bar ( 15g ),62.7,9,1,0.2,0.3416,0,0.5,13.6,0.05,8.98,0.01,0,0,0,0.2
Common Food,air popped popcorn,1 cup ( 8g ),30.6,0,0.3,0.1,,0,0.3,6.2,1.21,,0.96,0.2,0,0.1,1.5
Common Food,airheads,1 bar ( 15g ),62.7,9,1,0.2,0.3416,0,0.5,13.6,0.05,8.98,0.01,0,0,0,0.2
Common Food,albacore tuna,1 can ( 172g ),220.2,45,5.1,1.4,,72.2,648.4,0,0,0,40.63,3.4,0,2.2,11.9
Common Food,albacore tuna can,1 can ( 172g ),220.2,45,5.1,1.4,,72.2,648.4,0,0,0,40.63,3.4,0,2.2,11.9
Common Food,alcohol,1 jigger (1.5 fl oz) ( 42g ),97,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.1
Common Food,alfalfa sprouts,1 cup ( 33g ),7.6,0,0.2,0,0,0,2,0.7,0.63,0.07,1.32,5.1,4.5,1,2.3
Common Food,alfredo,0.25 cup ( 62.05g ),268.6,225,25.4,15.6,0.9145,74.5,605.8,3.9,0.09,0.79,7.08,103.9,3.9,18.9,1.8
Common Food,alfredo sauce,0.25 cup ( 62.05g ),268.6,225,25.4,15.6,0.9145,74.5,605.8,3.9,0.09,0.79,7.08,103.9,3.9,18.9,1.8
Common Food,all natural peanut butter,2 tbsp ( 34.4g ),200.2,144,16.9,2.6,0.0092,0,118.7,7.2,2.86,1.67,8.3,0,0,1.8,3.9
Common Food,all purpose flour,1 cup ( 125g ),455,9,1.2,0.2,,0,2.5,95.4,3.38,0.34,12.91,0,0,1.7,41.4
Common Food,all whites,3 tbsp ( 46g ),23.9,0,0.1,0,,0,76.4,0.3,0,0.33,5.01,0,0,0.3,0.3
Common Food,all whites liquid egg whites,3 tbsp ( 46g ),25,0,0,0,0,0,75,0,0,0,5,,,0.2,0
Common Food,almond,1 almond ( 1.29g ),7.7,0,0.7,0.1,0.0001,0,6.4,0.3,0.14,0.06,0.27,0,0,0.3,0.3
Common Food,almond butter,1 tbsp ( 16g ),98.2,72,8.9,0.7,,0,1.1,3,1.65,0.71,3.35,0,0,5,4
Common Food,almond coconut milk,1 cup ( 240g ),74.4,36,5,5,0,0,45.6,7,0,6,0.5,49.9,0,41,5.1
Common Food,almond dream almond milk,1 cup ( 266.38g ),60,36,4.5,0.5,0,0,120,4,1,3,1,50,0,27.3,2.6
Common Food,almond joy,1 package 1.76 oz ( 49g ),234.7,117,13.2,8.6,,2,69.6,29.2,2.45,23.69,2.02,2.1,0.6,2.9,4.4
Common Food,almond joy creamer,1 tbsp ( 15g ),37.6,18,2,0.4,,0,10.1,5.3,0.17,4.96,0.1,0,0,0.1,0.6
Common Food,almond milk,1 cup ( 248.8g ),56,18,2.5,0.2,0.0008,0,9.6,8.1,0.63,7.2,1.06,0,0,1.9,1.4
Common Food,almond milk latte,16 fl oz ( 425.6g ),88,27,3.8,0.3,0.0011,0,22.3,12.9,0.92,10.64,1.63,0,0.2,2.9,2.5
Common Food,almond milk unsweetened,1 cup ( 239.96g ),29.9,18,2.6,0.2,0.0008,0,2.4,1.1,0.65,0.22,1.09,0,0,1.5,1.5
Common Food,almondmilk,1 cup ( 248.8g ),56,18,2.5,0.2,0.0008,0,9.6,8.1,0.63,7.2,1.06,0,0,1.9,1.4
Common Food,almonds,1 almond ( 1.29g ),7.7,0,0.7,0.1,0.0001,0,6.4,0.3,0.14,0.06,0.27,0,0,0.3,0.3
Common Food,almonds raw,1 almond ( 1.2g ),7,0,0.6,0.1,0.0002,0,0,0.3,0.15,0.05,0.25,0,0,0.3,0.3
Common Food,alpine fresh asparagus,6 spears ( 120g ),25,0,0,0,0,0,2,5,3,2,2,50,10,1.8,2.6
Common Food,alpine fresh brussel sprouts,0.75 cup ( 88g ),38,0,0,0,,0,22,8,3,2,3,65,125,3.6,9
Common Food,amaranth,1 cup ( 246g ),250.9,27,3.9,,,,14.8,46,5.17,,9.35,,,10.5,36.9
Common Food,amaretto,1 fl oz ( 34.8g ),107.2,0,0.1,0,,0,2.8,11.2,0,11.21,0.03,0,0,0,0.1
Common Food,amaretto liqueur,1 fl oz ( 34.8g ),107.2,0,0.1,0,,0,2.8,11.2,0,11.21,0.03,0,0,0,0.1
Common Food,american cheese,1 slice (3/4 oz) ( 21g ),65.5,36,4.8,2.8,0.185,16.4,274.9,1.9,0,1.3,3.6,26.5,0,26,1.3
Common Food,american cheese organic,1 slice (3/4 oz) ( 21g ),65.5,36,4.8,2.8,0.185,16.4,274.9,1.9,0,1.3,3.6,26.5,0,26,1.3
Common Food,american tuna wild albacore,2 oz ( 56g ),100,45,5,1.5,0,10,20,0,0,0,14,0,0,0,0
Common Food,americano,16 fl oz ( 473.6g ),8.9,0,0.2,0.1,0,0,28.8,1.6,0,0,0.12,0,0.3,1.2,0.9
Common Food,amish recipe potato salad,0.5 cup ( 140g ),200,72,8,1.5,0,35,490,30,1,13,3,40,30,1.8,7.7
Common Food,amys burrito black bean,1 burrito ( 170g ),290,72,8,0.5,0,0,680,45,6,3,8,40,15,3.6,12.9
Common Food,ancho chili pepper,1 pepper ( 17g ),47.8,9,1.4,0.1,0,0,7.3,8.7,3.67,,2.02,347.4,0.6,0.9,13.3
Common Food,andes,1 piece ( 4.75g ),25.4,9,1.4,0.9,,1.1,3.8,2.8,0.16,2.45,0.36,0.9,0,0.8,0.8
Common Food,andouille sausage,"1 link (4"" long x 1-1/8"" dia) ( 68g )",210.1,171,19.2,6.3,0.1571,41.5,562.4,0.6,0,0.64,8.15,0,0,0.7,2.9
Common Food,angel food cake,1 piece (1/12 of 12 oz cake) ( 28g ),72.2,0,0.2,0,,0,209.7,16.2,0.42,,1.65,0,0,3.6,1
Common Food,angel hair,1 cup ( 140g ),211.5,0,0.9,0.2,0,0,6.7,42.6,1.82,1.52,7.43,0,0,1.3,13.4
Common Food,angel hair pasta,1 cup ( 140g ),211.5,0,0.9,0.2,0,0,6.7,42.6,1.82,1.52,7.43,0,0,1.3,13.4
Common Food,angry orchard,1 bottle ( 339.29g ),190,0,0,,,,15,25,,20,0,,,2.7,
Common Food,angry orchard crisp,1 bottle ( 339.29g ),190,0,0,,,,15,25,,20,0,,,2.7,
Common Food,angus beef tenderloin,4 oz ( 112g ),280,180,20,8,1,95,55,0,,,22,,,,10.3
Common Food,animal crackers,1 cookie ( 5g ),22.5,0,0.7,0.2,0.01,0,23.4,3.8,0.07,1.27,0.28,,,1.7,1.2
Common Food,annies homegrown cheddar bunnies,51 crackers ( 30g ),140,54,6,1,0,0,250,19,0.5,0,3,,,0,0
Common Food,annies homegrown shells and white cheddar macaroni and cheese,2 oz ( 71g ),260,36,4.5,2.5,0,10,500,47,2,4,10,10,0,9.1,5.1
Common Food,annies macaroni and cheese rice pasta and cheddar,2.5 oz ( 71g ),270,36,4,2,0,10,400,51,1,4,6,10,0,9.1,2.6
Common Food,annies pasta macaroni and cheese,2.5 oz ( 71g ),270,36,4,2,0,10,400,46,3,5,10,10,0,9.1,7.7
Common Food,antipasti,1 cup ( 114.09g ),201,135,15.2,6.3,0.1132,41.4,643.4,5.3,1.79,1.71,11.16,88.9,56.7,14.3,5.9
Common Food,appam,1 piece ( 45.94g ),94.3,18,2.4,2,0,0,67.8,16.7,0.61,1.65,1.47,0,0.1,0.2,1.9
Common Food,apple,"1 medium (3"" dia) ( 182g )",94.6,0,0.3,0.1,0,0,1.8,25.1,4.37,18.91,0.47,9.8,14,1,1.6
Common Food,apple cider vinegar,1 tbsp ( 14.9g ),3.1,0,0,0,0,0,0.8,0.1,0,0.06,0,0,0,0.1,0.2
Common Food,apple crisp,0.5 cup ( 141g ),227,36,4.8,1,,0,494.9,43.5,1.97,27.75,2.47,20,5.2,4.5,8.3
Common Food,apple fresh,"1 medium (3"" dia) ( 182g )",94.6,0,0.3,0.1,0,0,1.8,25.1,4.37,18.91,0.47,9.8,14,1,1.6
Common Food,apple fritter,1 fritter ( 76.92g ),169.5,81,9.8,1,0.2266,19.6,204.8,19.3,1.72,8.95,2.73,6.5,2.4,5.9,4.5
Common Food,apple gala,1 medium ( 172g ),98,0,0.2,,0,,1.7,23.5,3.96,17.84,0.43,4.8,,1.1,1.5
Common Food,apple jacks,1 cup (1 NLEA serving) ( 28g ),105,0,0.9,0.5,0,0,130.5,24.7,2.6,12.24,1.43,50,25.2,0.3,32.2
Common Food,apple jelly,1 tbsp ( 20g ),55.6,0,0,0,,0,6.4,13.8,0.22,9.7,0.07,0,2.9,0.4,0.7
Common Food,apple juice,1 cup ( 248g ),114.1,0,0.3,0.1,0,0,9.9,28,0.5,23.86,0.25,0.2,159.1,1.8,2.1
Common Food,apple pie,"1 piece (1/8 of 9"" dia) ( 125g )",296.2,117,13.8,4.8,,0,251.2,42.5,2,19.56,2.38,15.5,6.7,1.2,4
Common Food,apple raw,"1 medium (3"" dia) ( 182g )",94.6,0,0.3,0.1,0,0,1.8,25.1,4.37,18.91,0.47,9.8,14,1,1.6
Common Food,apple sauce,1 container ( 111g ),75.5,0,0.2,0,0,0,2.2,19.4,1.33,16.28,0.18,0.7,3.1,0.3,1
Common Food,apple,1 slices ( 109g ),56.7,0,0.2,0,0,0,1.1,15.1,2.62,11.33,0.28,5.9,8.4,0.6,0.9
Common Food,apple turnover,1 turnover ( 160g ),285.1,108,12.9,2.5,0.0562,3.8,92,41.3,1.6,25.43,2.39,7,4.9,1.9,6.8
Common Food,apple raw,"1 medium (3"" dia) ( 182g )",94.6,0,0.3,0.1,0,0,1.8,25.1,4.37,18.91,0.47,9.8,14,1,1.6
Common Food,applebees boneless wings,1 Serving ( 216.52g ),680,315,35,7,0,95,1760,52,5,1,39,,,,
Common Food,applebees bourbon street chicken and shrimp,1 Serving ( 352.68g ),620,252,28,8,0.5,215,2130,42,7,5,51,,,,
Common Food,applebees garlic mashed potatoes,1 Serving ( 208.65g ),250,99,11,2.5,0,5,650,35,3,3,4,,,,
Common Food,applebees lighter fare cedar grilled lemon chicken,1 serving ( 391.89g ),580,234,26,4,0,125,2440,48,5,15,42,,,,
Common Food,applebees lighter fare thai shrimp salad,1 serving ( 502.14g ),390,189,21,3,0,150,1670,31,8,14,23,,,,
Common Food,applebees small caesar salad,1 Serving ( 133.09g ),210,162,18,3.5,0,15,310,10,2,2,4,,,,
Common Food,applebees spinach and artichoke dip,1 Serving ( 498.79g ),950,513,57,15,0,25,4140,89,6,5,19,,,,
Common Food,applegate chicken and maple breakfast sausage,3 links ( 59g ),110,63,7,2,0,45,390,2,0,2,9,,,0.6,7.1
Common Food,applegate roasted turkey breast,2 oz ( 56g ),50,0,0,0,0,30,360,0,0,0,12,0,0,0,5.1
Common Food,apples,"1 medium (3"" dia) ( 182g )",94.6,0,0.3,0.1,0,0,1.8,25.1,4.37,18.91,0.47,9.8,14,1,1.6
Common Food,applesauce,1 container ( 111g ),75.5,0,0.2,0,0,0,2.2,19.4,1.33,16.28,0.18,0.7,3.1,0.3,1
Common Food,apricot,1 apricot ( 35g ),16.8,0,0.1,0,0,0,0.3,3.9,0.7,3.23,0.49,67.4,5.8,0.4,1
Common Food,apricot danish,1 danish ( 123.76g ),441.7,207,23.6,10,0.0054,69.9,346.6,53.5,1.3,14.21,5.04,30.8,3.4,3.2,8.2
Common Food,apricot jam,1 tbsp ( 20g ),48.4,0,0,0,,0,8,12.9,0.06,8.68,0.14,4.1,2.9,0.4,0.7
Common Food,apricots,1 apricot ( 35g ),16.8,0,0.1,0,0,0,0.3,3.9,0.7,3.23,0.49,67.4,5.8,0.4,1
Common Food,aquafina purified drinking water,1 bottle ( 29.6g ),0,0,0,,,,0,0,,0,0,,,,
Common Food,arbonne vanilla protein shake mix,2 scoops ( 42g ),160,27,3,0,0,0,360,14,1,9,20,60,15,13.6,
Common Food,arbys beefn cheddar classic,1 serving ( 195g ),450,180,20,6,1,50,1280,45,2,9,23,,,,
Common Food,arbys curly fries medium,1 Serving ( 170g ),550,261,29,4,0,0,1250,65,6,0,6,,,,
Common Food,arbys curly fries small,1 Serving ( 128g ),410,198,22,3,0,0,940,49,5,0,5,,,,
Common Food,arbys curly fries snack,1 Serving ( 77g ),250,117,13,2,0,0,570,29,3,0,3,,,,
Common Food,arbys potato cakes,1 Serving ( 100g ),250,126,14,2,0,0,430,23,2,0,2,,,,
Common Food,arbys roast beef gyro,1 Serving ( 273g ),550,261,29,7,1,60,1290,48,3,5,24,,,,
Common Food,arbys roast beef mid,1 Serving ( 239g ),510,216,24,9,1.5,95,1610,38,2,5,38,,,,
Common Food,arbys roast turkey and swiss sandwich,1 Serving ( Noneg ),710,252,28,7,0,65,1930,79,5,15,38,,,,
Common Food,arepa,1 piece ( 98g ),214.6,45,5.3,2.8,0.1539,4.9,264.6,36.4,2.55,0.85,5.37,20.9,,7.9,7.3
Common Food,arizona green tea,1 23-ounce can ( 747.5g ),224.2,9,1.4,0,,0,14.9,53.5,0,51.35,0,0,95.9,2,1.1
Common Food,arnold palmer,1 serving (8 fl oz) ( 245g ),88.2,0,0,,0,,51.5,22.3,0,22.27,0,,,0.7,0
Common Food,artichoke,"1 artichoke, medium ( 120g )",63.6,0,0.4,0.1,0,0,72,14.3,6.84,1.19,3.47,1.6,14.8,2.3,5.2
Common Food,artichoke hearts,1 heart ( 27g ),14.3,0,0.1,0,0,0,16.2,3.2,1.54,0.27,0.78,0.4,3.3,0.5,1.2
Common Food,artichokes,"1 artichoke, medium ( 120g )",63.6,0,0.4,0.1,0,0,72,14.3,6.84,1.19,3.47,1.6,14.8,2.3,5.2
Common Food,arugula,0.5 cup ( 10g ),2.5,0,0.1,0,0,0,2.7,0.4,0.16,0.21,0.26,23.7,2.5,1.5,1
Common Food,asain pear,"1 fruit 2-1/4"" high x 2-1/2"" dia ( 122g )",51.2,0,0.3,0,0,0,0,13,4.39,8.6,0.61,0,7.7,0.4,0
Common Food,asda lemon cake,1 slice of cake ( 80.31g ),268.7,117,13,3.1,,,108,35,1,23,2.4,,,,
Common Food,asiago cheese,1 oz ( 28.35g ),111.1,63,7.3,4.7,,19.3,390.1,0.9,0,0.23,10.14,22.1,0,30.5,1.7
Common Food,asiago cheese bagel,1 bagel ( 117.5g ),329.7,36,4.9,2.3,0.1316,10.8,668.6,56.7,1.68,8.86,14.64,12.2,0,30.6,27.2
Common Food,asian chicken salad,1 salad (about 3 cups) ( 355.2g ),554.5,333,37.4,6.6,0.14,134.8,1119.8,13.6,5.06,5.43,44.71,659.5,90.6,13.1,18.8
Common Food,asian pears,"1 fruit 2-1/4"" high x 2-1/2"" dia ( 122g )",51.2,0,0.3,0,0,0,0,13,4.39,8.6,0.61,0,7.7,0.4,0
Common Food,asparagus,5 spears ( 75g ),16.5,0,0.2,0,0,0,10.5,3.1,1.5,0.98,1.8,75.4,9.6,1.6,4.9
Common Food,atkins advantage mocha latte shake,11 fl oz ( 40.13g ),160,90,10,2.5,0,10,220,5,2,1,15,10,15,36.4,12.9
Common Food,atkins caramel nut chew bar,1 bar ( 34g ),130,72,8,4,0,2.5,70,17,6,1,5,0,0,1.8,2.6
Common Food,atkins chocolate coconut bar,1 bar ( 40g ),170,108,12,10,0,0,65,19,9,1,5,0,0,3.6,5.1
Common Food,atkins dark chocolate royale shake,11 fl oz ( 40.13g ),160,90,10,3,0,10,300,6,4,1,15,0,15,31.8,32.1
Common Food,atkins shake,1 container ( 39g ),155.5,81,9.6,3.5,0,18.7,36,1.7,0.62,0.41,15.93,14.2,0.1,9.4,1.6
Common Food,au bon pain kind bar peanut butter dark chocolate,1.4 oz ( 40g ),200,117,13,3.5,0,0,50,17,3,10,7,,,,
Common Food,au gratin,1 cup ( 245g ),323.4,162,18.6,11.6,,56.4,1060.8,27.6,4.41,,12.4,64.7,40.4,26.5,11.2
Common Food,aubergine,1 medium eggplant ( 566g ),198.1,9,1.3,0.2,0,0,5.7,49.4,14.15,18.11,4.7,20.9,12.3,3.1,10.1
Common Food,aunt jemima buttermilk pancake and waffle mix complete,0.33 cup ( 45g ),160,9,1.5,0.5,0,0,490,33,0.5,5,4,0,0,5.5,12.9
Common Food,aunt millies 35 calorie whole grain bread,2 slices ( 47g ),70,9,1,0,0,0,190,19,7,1,5,0,0,9.1,7.7
Common Food,auntie annes original pretzel,1 Pretzel ( 123g ),340,45,5,3,0,10,990,65,2,10,8,10,0,1.8,5.1
Common Food,austin toasty crackers with peanut butter,1 package ( 39g ),190,81,9,1.5,0,0,300,24,0.5,5,4,,,0,7.7
Common Food,avocado,"1 avocado, NS as to Florida or California ( 201g )",321.6,261,29.5,4.3,0,0,14.1,17.1,13.47,1.33,4.02,29.3,33.5,2.2,7.9
Common Food,avocado oil,1 tbsp ( 14g ),123.8,126,14,1.6,,,0,0,0,,0,0,0,0,0
Common Food,baby back ribs,1 medium rib ( 40g ),110.3,63,7.5,2.7,0.0651,29.1,87.8,2.2,0.05,1.79,8.01,1.9,0.1,1.6,2.5
Common Food,baby bel,1 piece ( 19.84g ),70.8,45,5.5,3.5,,17.7,161.1,0.3,0,0.28,4.96,16.4,0,13.2,0.6
Common Food,baby bel light,1 piece ( 21g ),53.3,27,3.3,2.1,,13.4,130,0.6,0,0.24,5.09,10.1,0,14.9,0.3
Common Food,baby bell cheese,1 piece ( 19.84g ),70.8,45,5.5,3.5,,17.7,161.1,0.3,0,0.28,4.96,16.4,0,13.2,0.6
Common Food,baby carrot,10 baby carrots ( 100g ),35,0,0.1,0,0,0,78,8.2,2.9,4.76,0.64,1379,4.3,2.9,6.4
Common Food,baby carrots,10 baby carrots ( 100g ),35,0,0.1,0,0,0,78,8.2,2.9,4.76,0.64,1379,4.3,2.9,6.4
Common Food,baby kale,"1 cup, chopped ( 130g )",36.4,0,0.5,0.1,0,0,29.9,7.3,2.6,1.63,2.47,1770.7,88.8,8.5,8.4
Common Food,baby potatoes,1 baby potato ( 25g ),23.2,0,0,0,0,0,2.5,5.3,0.55,0.3,0.63,0.2,4,0.3,1.9
Common Food,baby red potatoes,"1 potato large (3"" to 4-1/4"" dia. ( 299g )",266.1,0,0.5,0.1,0,0,35.9,58.6,5.38,4.28,6.88,3,62.8,2.4,14.9
Common Food,baby ruth,1 serving 2.1 oz bar ( 60g ),275.4,108,13,7.3,0.03,0,138,38.9,1.2,32.4,3.24,0,0,2.6,2.7
Common Food,baby spinach,1 cup ( 30g ),6.9,0,0.1,0,0,0,23.7,1.1,0.66,0.13,0.86,281.3,14,2.7,5.8
Common Food,babybel,1 piece ( 19.84g ),70.8,45,5.5,3.5,,17.7,161.1,0.3,0,0.28,4.96,16.4,0,13.2,0.6
Common Food,babybel cheese,1 piece ( 19.84g ),70.8,45,5.5,3.5,,17.7,161.1,0.3,0,0.28,4.96,16.4,0,13.2,0.6
Common Food,babybel light,1 piece ( 21g ),53.3,27,3.3,2.1,,13.4,130,0.6,0,0.24,5.09,10.1,0,14.9,0.3
Common Food,bacardi,1.5 fl oz ( 42g ),97,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.4
Common Food,bacardi rum,1.5 fl oz ( 42g ),97,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.4
Common Food,baco,1.5 tbsp ( 7g ),30,9,1,0,0,0,115,2,0.5,0.5,3,,,,2.6
Common Food,bacon,3 slices ( 34.5g ),161.5,108,12.1,4.1,0.0497,34.2,581,0.6,0,0,11.7,1.3,0,0.3,2.3
Common Food,bacon bits,1 tbsp ( 7g ),33.3,9,1.8,0.3,,0,123.9,2,0.71,0,2.24,0,0.2,0.6,0.4
Common Food,bacon caesar salad,1 entree salad ( 220g ),423.2,324,36.8,6.6,0.1579,19.4,630.8,15.6,3.52,2.71,9.95,1176,14,15.5,16.2
Common Food,bacon cheese burger,1 item ( 211g ),595,297,33.5,12.9,1.6289,105.5,1422.1,39.9,2.74,9.77,33.3,,2.5,26.3,31.2
Common Food,bacon cheeseburger,1 item ( 211g ),595,297,33.5,12.9,1.6289,105.5,1422.1,39.9,2.74,9.77,33.3,,2.5,26.3,31.2
Common Food,bacon grease,1 tsp ( 4.3g ),38.6,36,4.3,1.7,,4.1,6.5,0,0,0,0,0,0,0,0
Common Food,bacon sandwich,1 sandwich ( 110.19g ),450,261,29.3,13.1,0.5448,76,1110.9,25.5,1.35,2.84,20.15,37.2,0,7.3,16
Common Food,badam,1 almond ( 1.29g ),7.7,0,0.7,0.1,0.0001,0,6.4,0.3,0.14,0.06,0.27,0,0,0.3,0.3
Common Food,bagel,1 medium bagel ( 105g ),277.2,9,1.4,0.4,0.0221,0,443.1,55,1.68,8.85,11.09,0,0,20.9,26.8
Common Food,bagel bites,1 piece ( 15.28g ),50.1,9,1.5,0.4,0.1833,0.9,91.5,7.8,0.18,0.57,1.33,7.9,0,1.7,2
Common Food,bagel raisin,"1 large bagel (4-1/2"" dia) ( 131g )",358.9,18,2.2,0.4,,0,450.6,72.3,3.01,7.83,12.84,9.6,1.5,2.3,35.6
Common Food,bagel thin,1 thin bagel ( 42g ),110.9,0,0.6,0.1,0.0088,0,177.2,22,0.67,3.54,4.44,0,0,8.4,10.7
Common Food,bagel thins,1 thin bagel ( 42g ),110.9,0,0.6,0.1,0.0088,0,177.2,22,0.67,3.54,4.44,0,0,8.4,10.7
Common Food,bageladies bagels,1 bagel ( 100g ),195,0,0.5,0,0,0,290,42,3,2,7,,4,1.8,7.7
Common Food,bagels,1 medium bagel ( 105g ),277.2,9,1.4,0.4,0.0221,0,443.1,55,1.68,8.85,11.09,0,0,20.9,26.8
Common Food,bagle,1 medium bagel ( 105g ),277.2,9,1.4,0.4,0.0221,0,443.1,55,1.68,8.85,11.09,0,0,20.9,26.8
Common Food,baguette,1 baguette ( 324g ),881.3,63,7.8,1.7,0.0162,0,1950.5,168.1,7.13,14.97,34.83,0.3,0,15.3,90.5
Common Food,bahama breeze,1 cocktail ( 167.55g ),264.4,0,0.1,0,0,0,8.7,30.8,0.28,26.21,0.42,2,44,0.9,1.8
Common Food,bai antioxidant infusion kula watermelon,8 fl oz ( 100g ),5,0,0,,,,5,6,,1,0,,10,,
Common Food,bai antioxidant infusions molokai coconut,8 fl oz ( 26.32g ),5,0,0,,,,35,6,,1,0,,,,
Common Food,baileys,1 fl oz ( 34.8g ),107.2,0,0.1,0,0,0,2.8,11.2,0,11.21,0.03,0,0,0,0.1
Common Food,baileys irish cream,1 fl oz ( 34.8g ),107.2,0,0.1,0,0,0,2.8,11.2,0,11.21,0.03,0,0,0,0.1
Common Food,baked bbq chips,18 chips ( 28.35g ),133,45,5.2,0.8,,0,157.1,20.2,1.36,1.42,1.42,0,0,3.2,1.6
Common Food,baked beans,1 cup ( 254g ),238.8,0,0.9,0.2,0,0,871.2,53.7,10.41,20.22,12.07,27.4,0,7.9,21.6
Common Food,baked cheetos,34 pieces ( 28g ),140,45,5,1,0,0,240,20,0.5,1,2,,,1.4,4.3
